"Gender","Age","Education","Income","Income2","Occupation","State","Relationship.Status","Obligation","Obligation2","NEP","Vacation.Behaviour","rest and relax","luxury / be spoilt","do sports","excitement, a challenge","not exceed planned budget","realise creativity","fun and entertainment","good company","health and beauty","free-and-easy-going","entertainment facilities","not care about prices","life style of the local people","intense experience of nature","cosiness/familiar atmosphere","maintain unspoilt surroundings","everything organised","unspoilt nature/natural landscape","cultural offers","change of surroundings"
"Female",33,7,"$30,001 to $60,000","30-60k","professional","QLD","married",3.1,"Q1",3.6,2.73913043478261,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",57,6,"$120,001 to $150,000",">120k","retired","QLD","married",3.86666666666667,"Q3",4,3.4,"yes","no","no","yes","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes"
"Male",39,2,"$90,001 to $120,000","90-120k","sales","VIC","married",3.13333333333333,"Q1",3.33333333333333,1.73333333333333,"yes","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",105,7,"$120,001 to $150,000",">120k","manager or administrator","NSW","separated or divorced",4.63333333333333,"Q4",2.93333333333333,3.33333333333333,"yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",48,2,"$30,001 to $60,000","30-60k","transport worker","QLD","married",3.6,"Q2",3.6,2,"yes","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","yes"
"Male",70,6,NA,NA,NA,"NSW","married",3.23333333333333,"Q1",3.66666666666667,2.79310344827586,"no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","yes"
"Female",59,6,"$90,001 to $120,000","90-120k","small business owner","NSW","separated or divorced",3.96666666666667,"Q3",4.13333333333333,2.2,"yes","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","yes","no","yes"
"Male",37,6,"$30,001 to $60,000","30-60k","Clerical or service worker","QLD","married",3,"Q1",3,2.9,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",48,8,NA,NA,"professional","NSW","single",4.23333333333333,"Q4",3.46666666666667,3.55,"yes","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","yes","no","yes","no","yes","yes"
"Male",31,3,"$60,001 to $90,000","60-90k","professional","NSW","living with a partner",3.76666666666667,"Q2",4.46666666666667,3.23529411764706,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",47,6,"$30,001 to $60,000","30-60k","professional","NSW","single",3.43333333333333,"Q2",4.53333333333333,1.66666666666667,"yes","yes","no","yes","yes","no","yes","no","no","yes","no","no","yes","yes","no","yes","yes","yes","no","yes"
"Female",32,6,"$30,001 to $60,000","30-60k","sales","NSW","married",4.16666666666667,"Q3",3.86666666666667,3.6,"no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","yes"
"Female",38,3,"$60,001 to $90,000","60-90k","professional","SA","married",4.03333333333333,"Q3",3.2,2.5,"yes","yes","no","no","yes","no","yes","no","yes","no","yes","no","yes","no","yes","yes","yes","yes","yes","yes"
"Female",20,6,"$90,001 to $120,000","90-120k","sales","VIC","single",4.33333333333333,"Q4",3.33333333333333,4.125,"yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","no"
"Female",40,6,"$30,001 to $60,000","30-60k","unemployed","QLD","living with a partner",4.33333333333333,"Q4",3.4,3.96428571428571,"yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Female",25,7,"$30,001 to $60,000","30-60k","home-duties","VIC","living with a partner",3.46666666666667,"Q2",3.13333333333333,2.73333333333333,"no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","no"
"Male",66,8,"$210,001 to $240,000",">120k","professional","WA","married",3.56666666666667,"Q2",3.53333333333333,3.26666666666667,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","yes","no"
"Male",25,8,"$120,001 to $150,000",">120k","manager or administrator","NSW","single",3.83333333333333,"Q3",3.6,2.35714285714286,"yes","yes","no","yes","no","no","yes","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","yes","yes"
"Male",35,7,"Less than $30,000","<30k","small business owner","NT","living with a partner",1.33333333333333,"Q1",2.6,1.73333333333333,"yes","no","no","no","yes","yes","yes","no","no","yes","no","no","no","no","yes","yes","yes","yes","no","yes"
"Female",39,6,NA,NA,"manager or administrator","QLD","married",4.13333333333333,"Q3",3.66666666666667,3.28571428571429,"yes","no","yes","no","yes","no","yes","yes","no","yes","no","no","yes","no","yes","yes","no","yes","no","no"
"Male",41,6,"$60,001 to $90,000","60-90k","professional","NSW","separated or divorced",4.1,"Q3",3.2,2.3,"yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","yes"
"Male",35,3,"$30,001 to $60,000","30-60k","tradesperson","QLD","single",2.7,"Q1",4,2.13793103448276,"yes","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Female",65,4,"$60,001 to $90,000","60-90k","professional","SA","married",3.9,"Q3",3.6,3.7,"yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes"
"Male",22,7,NA,NA,"professional","ACT","living with a partner",3.53333333333333,"Q2",4,3,"yes","no","no","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Male",65,3,"$30,001 to $60,000","30-60k","professional","SA","married",3.36666666666667,"Q1",3.13333333333333,1.96551724137931,"yes","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","yes","yes"
"Male",32,8,"$30,001 to $60,000","30-60k","professional","SA","married",3.33333333333333,"Q1",4.4,2.72222222222222,"yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no"
"Male",33,1,"$30,001 to $60,000","30-60k","unemployed","SA","living with a partner",3.96666666666667,"Q3",3.66666666666667,3.2,"yes","no","no","yes","yes","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","yes"
"Male",58,1,"$30,001 to $60,000","30-60k","small business owner","VIC","married",3.06666666666667,"Q1",4.26666666666667,3.11538461538462,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","yes","yes","no","no","yes","yes"
"Male",57,1,"$60,001 to $90,000","60-90k","retired","VIC","married",4.2,"Q3",2.13333333333333,3,"yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes"
"Male",71,1,"Less than $30,000","<30k","sales","VIC","married",2.03333333333333,"Q1",1.73333333333333,1.8,"yes","no","no","yes","yes","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","no","no","yes"
"Male",70,8,"$90,001 to $120,000","90-120k","retired","NSW","married",3.96666666666667,"Q3",3.6,2.94444444444444,"yes","yes","no","no","no","no","no","no","yes","yes","no","yes","yes","no","no","yes","no","yes","no","yes"
"Male",59,7,"$60,001 to $90,000","60-90k","unemployed","VIC","separated or divorced",1.73333333333333,"Q1",2.53333333333333,1.76666666666667,"yes","no","no","yes","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","yes"
"Female",43,2,"$30,001 to $60,000","30-60k","home-duties","VIC","married",3.36666666666667,"Q1",3.86666666666667,2.95,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no"
"Female",47,6,"Less than $30,000","<30k","Clerical or service worker","NSW","married",3.73333333333333,"Q2",4.2,3.03333333333333,"yes","yes","no","no","yes","no","yes","yes","no","yes","yes","no","yes","no","yes","yes","no","yes","yes","no"
"Female",32,3,"$60,001 to $90,000","60-90k","Clerical or service worker","VIC","living with a partner",4.13333333333333,"Q3",3.86666666666667,2.66666666666667,"yes","no","no","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","yes","no","no","no","no","yes"
"Male",58,1,NA,NA,"transport worker","QLD","single",3.6,"Q2",2.53333333333333,3.16666666666667,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",30,6,"$60,001 to $90,000","60-90k","Clerical or service worker","VIC","living with a partner",2.3,"Q1",2.86666666666667,1.96666666666667,"yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","yes"
"Female",53,1,"$60,001 to $90,000","60-90k","sales","VIC","married",3.23333333333333,"Q1",3.4,2.04347826086957,"yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes"
"Female",51,8,"$90,001 to $120,000","90-120k","professional","NSW","living with a partner",4.7,"Q4",4.2,4.16666666666667,"yes","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes"
"Female",48,3,"$90,001 to $120,000","90-120k","manager or administrator","VIC","single",4.03333333333333,"Q3",4.4,2.66666666666667,"yes","yes","no","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","yes","no","yes"
"Female",69,8,"$30,001 to $60,000","30-60k","retired","QLD","married",3.73333333333333,"Q2",3.06666666666667,3.65,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes"
"Female",61,6,"Less than $30,000","<30k","retired","ACT","married",4.3,"Q4",4.06666666666667,3.63333333333333,"yes","no","no","no","no","no","yes","yes","no","yes","no","no","yes","yes","no","yes","no","yes","no","no"
"Female",26,6,"$30,001 to $60,000","30-60k","manager or administrator","QLD","married",2.93333333333333,"Q1",3.66666666666667,2.4,"yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes"
"Male",21,6,"$60,001 to $90,000","60-90k","Clerical or service worker","NSW","single",4.5,"Q4",3.8,4.45833333333333,"yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no"
"Male",43,6,"$60,001 to $90,000","60-90k","Clerical or service worker","WA","living with a partner",4.3,"Q4",3.06666666666667,2.76666666666667,"yes","yes","yes","yes","yes","no","no","yes","no","yes","yes","no","yes","no","no","yes","no","yes","no","yes"
"Male",61,3,"Less than $30,000","<30k","retired","QLD","single",2.56666666666667,"Q1",2.53333333333333,1.66666666666667,"yes","no","no","yes","yes","no","yes","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes"
"Female",31,4,"$120,001 to $150,000",">120k","manager or administrator","NSW","married",4.46666666666667,"Q4",3.8,4.17647058823529,"yes","yes","no","yes","no","no","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"Female",27,1,"$30,001 to $60,000","30-60k","small business owner","QLD","married",4.43333333333333,"Q4",4.4,3.31578947368421,"yes","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","yes","no","no","yes","no","yes"
"Female",32,6,NA,NA,"manager or administrator","VIC","married",3.4,"Q2",3.33333333333333,2.33333333333333,"yes","no","no","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","yes"
"Male",31,1,"$30,001 to $60,000","30-60k","professional","NSW","married",3.9,"Q3",3.06666666666667,3,"yes","no","no","no","yes","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","no","yes"
"Male",26,7,"$30,001 to $60,000","30-60k","manager or administrator","VIC","living with a partner",3.83333333333333,"Q3",3.46666666666667,3.06666666666667,"yes","no","yes","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","no","no","no","yes","yes"
"Female",33,4,"$60,001 to $90,000","60-90k","Clerical or service worker","NSW","living with a partner",4.2,"Q3",3.6,2.72413793103448,"yes","no","no","no","yes","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","yes"
"Male",36,8,"$210,001 to $240,000",">120k","manager or administrator","NSW","single",3,"Q1",3.13333333333333,2.44827586206897,"yes","no","no","no","no","no","yes","yes","no","yes","no","yes","yes","no","yes","no","no","no","yes","yes"
"Male",40,3,"$90,001 to $120,000","90-120k","professional","NSW","married",2.73333333333333,"Q1",2.2,2.32142857142857,"yes","no","yes","no","yes","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no"
"Male",22,3,"$60,001 to $90,000","60-90k","Clerical or service worker","WA","single",2.83333333333333,"Q1",2.93333333333333,2.06666666666667,"yes","no","no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","yes"
"Male",48,3,"Less than $30,000","<30k","retired","QLD","living with a partner",4.23333333333333,"Q4",4,3.06666666666667,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",30,7,"$30,001 to $60,000","30-60k","home-duties","WA","living with a partner",3.8,"Q2",4.2,3.52631578947368,"yes","yes","no","no","yes","no","no","no","no","yes","yes","no","yes","yes","no","no","yes","yes","no","yes"
"Male",47,1,"Less than $30,000","<30k",NA,"VIC","separated or divorced",3.93333333333333,"Q3",3.73333333333333,3.5,"no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",36,6,"$30,001 to $60,000","30-60k","manager or administrator","VIC","single",3.13333333333333,"Q1",3.6,2.51851851851852,"yes","yes","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",56,6,"$60,001 to $90,000","60-90k","Clerical or service worker","QLD","married",3.6,"Q2",4.4,3.04166666666667,"yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no"
"Female",57,7,"$30,001 to $60,000","30-60k","retired","QLD","separated or divorced",4.46666666666667,"Q4",3.66666666666667,3.81818181818182,"yes","no","no","yes","yes","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","yes","yes","yes"
"Female",60,4,"Less than $30,000","<30k","home-duties","WA","married",4.76666666666667,"Q4",3.66666666666667,2.8,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",73,6,NA,NA,"retired","NSW","married",3.26666666666667,"Q1",3.73333333333333,2.13793103448276,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","yes"
"Male",52,3,"Less than $30,000","<30k","transport worker","QLD","separated or divorced",4.2,"Q3",2.66666666666667,3.17647058823529,"yes","no","no","yes","yes","no","yes","no","yes","no","no","no","yes","yes","no","yes","no","yes","yes","yes"
"Male",52,4,"$90,001 to $120,000","90-120k","professional","QLD","married",1.23333333333333,"Q1",2.93333333333333,3.1,"yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes"
"Female",37,6,"$30,001 to $60,000","30-60k","manager or administrator","ACT","single",4.63333333333333,"Q4",3.8,3.30434782608696,"yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes"
"Male",76,8,"$60,001 to $90,000","60-90k","professional","NSW","married",3.93333333333333,"Q3",2.6,3.66666666666667,"yes","yes","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","yes","yes","yes"
"Female",74,4,"$30,001 to $60,000","30-60k","retired","VIC","married",3.43333333333333,"Q2",3.93333333333333,3.55555555555556,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","yes","yes","no","yes","no","yes","yes","yes"
"Female",36,3,"$90,001 to $120,000","90-120k","manager or administrator","NSW","married",4.26666666666667,"Q4",3.66666666666667,3.55555555555556,"yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","yes","no","no","yes"
"Female",62,8,"Less than $30,000","<30k","professional","NSW","single",4.5,"Q4",4.93333333333333,3.14285714285714,"yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Male",38,3,"$60,001 to $90,000","60-90k","professional","QLD","separated or divorced",2.8,"Q1",3.73333333333333,2.13333333333333,"yes","yes","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",44,4,"$30,001 to $60,000","30-60k","professional","QLD","separated or divorced",2.73333333333333,"Q1",3.2,2.51851851851852,"yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes"
